entry_date,code,name,money_t,money_t_yi,sum_1d,sum_1d_yi,sum_3d,sum_3d_yi,sum_5d,sum_5d_yi,sum_10d,sum_10d_yi,sum_20d,sum_20d_yi,track_days
2026-05-07,600105.XSHG,永鼎股份,10439407231.66,104.39,10439407231.66,104.39,30014894682.8,300.15,47323550184.63,473.24,82674235860.13,826.74,159661376706.61,1596.61,20
2026-05-07,002149.XSHE,西部材料,8285198456.11,82.85,8285198456.11,82.85,21443617768.93,214.44,33687706816.45,336.88,60569862892.44,605.7,101689603252.48,1016.9,20
2026-05-07,601318.XSHG,中国平安,7920220893.65,79.2,7920220893.65,79.2,18079242302.46,180.79,28229570317.51,282.3,53097480181.86,530.97,98300826920.48,983.01,20
2026-05-07,601869.XSHG,长飞光纤,7725768832.88,77.26,7725768832.88,77.26,23001391067.85,230.01,36067795932.27,360.68,64252119883.33,642.52,125616371277.61,1256.16,20
2026-05-07,300395.XSHE,菲利华,7638861104.32,76.39,7638861104.32,76.39,19755358780.15,197.55,38622442975.01,386.22,66353908514.95,663.54,127971901258.7,1279.72,20
2026-05-07,603799.XSHG,华友钴业,7601259098.48,76.01,7601259098.48,76.01,19949397007.94,199.49,29403675986.91,294.04,48696946138.05,486.97,80043015711.67,800.43,20
2026-05-07,002463.XSHE,沪电股份,7299397013.79,72.99,7299397013.79,72.99,20986997142.81,209.87,35547854478.23,355.48,65927448583.4,659.27,186965534281.28,1869.66,20
2026-05-07,300342.XSHE,天银机电,7183127464.07,71.83,7183127464.07,71.83,16890571003.73,168.91,23769939005.41,237.7,34540827659.63,345.41,51748524385.16,517.49,20
2026-05-07,688048.XSHG,长光华芯,6963363297.01,69.63,6963363297.01,69.63,21015361383.49,210.15,30666425436.81,306.66,54058124795.35,540.58,112553967109.75,1125.54,20
2026-05-08,600118.XSHG,中国卫星,9819450098.77,98.19,9819450098.77,98.19,24784516711.41,247.85,39641648159.97,396.42,67697456089.52,676.97,99154894386.16,991.55,20
2026-05-08,000977.XSHE,浪潮信息,9551252051.65,95.51,9551252051.65,95.51,22357105172.17,223.57,40443369071.79,404.43,66723338412.94,667.23,113496222509.65,1134.96,20
2026-05-08,600673.XSHG,东阳光,9091907866.2,90.92,9091907866.2,90.92,19447141712.5,194.47,29348270383.02,293.48,43300398599.16,433.0,76221154828.3,762.21,20
2026-05-08,600584.XSHG,长电科技,8239048097.78,82.39,8239048097.78,82.39,29708783357.31,297.09,51609083557.94,516.09,133926145776.74,1339.26,353026158104.76,3530.26,20
2026-05-08,600879.XSHG,航天电子,8013310562.04,80.13,8013310562.04,80.13,19849166456.83,198.49,28310034533.69,283.1,43450049335.81,434.5,65096470839.12,650.96,20
2026-05-08,600498.XSHG,烽火通信,7638836413.98,76.39,7638836413.98,76.39,25727383161.0,257.27,41302746454.93,413.03,71454055103.82,714.54,109117360185.98,1091.17,20
2026-05-08,002342.XSHE,巨力索具,7619006549.95,76.19,7619006549.95,76.19,18167720120.33,181.68,26283731720.48,262.84,38533229163.58,385.33,53280185006.06,532.8,20
2026-05-08,002008.XSHE,大族激光,7578388915.56,75.78,7578388915.56,75.78,25132740566.72,251.33,40785449125.83,407.85,81367721483.91,813.68,141071613900.1,1410.72,20
2026-05-08,002361.XSHE,神剑股份,7547372004.78,75.47,7547372004.78,75.47,18435882682.23,184.36,26441356838.3,264.41,39820707318.49,398.21,54512481907.79,545.12,20
2026-05-08,601868.XSHG,中国能建,7487027985.89,74.87,7487027985.89,74.87,17906440016.63,179.06,30616084991.61,306.16,43416511759.83,434.17,58500871163.24,585.01,20
2026-05-11,300059.XSHE,东方财富,12201573885.34,122.02,12201573885.34,122.02,28787389057.87,287.87,44132477874.07,441.32,80695764542.95,806.96,131264489900.86,1312.64,20
2026-05-11,000547.XSHE,航天发展,10753372033.34,107.53,10753372033.34,107.53,21958025726.51,219.58,29448410637.07,294.48,40527535723.76,405.28,56456061396.31,564.56,20
2026-05-11,300604.XSHE,长川科技,9729833581.96,97.3,9729833581.96,97.3,25063016775.4,250.63,42329668463.49,423.3,84526478786.43,845.26,138240476539.89,1382.4,20
2026-05-11,603019.XSHG,中科曙光,9066031460.86,90.66,9066031460.86,90.66,23496401562.1,234.96,41110705930.75,411.11,75329340043.44,753.29,113482315977.12,1134.82,20
2026-05-11,688012.XSHG,中微公司,8768200329.32,87.68,8768200329.32,87.68,24161340269.31,241.61,46413031739.34,464.13,118947742217.51,1189.48,202683510888.98,2026.84,20
2026-05-11,002371.XSHE,北方华创,8226442870.47,82.26,8226442870.47,82.26,22538949070.09,225.39,42276471595.41,422.76,101193548400.81,1011.94,176579923184.53,1765.8,20
2026-05-11,600519.XSHG,贵州茅台,7790721392.36,77.91,7790721392.36,77.91,22330283518.63,223.3,37508242918.11,375.08,67578800597.15,675.79,123199093575.01,1231.99,20
2026-05-11,002463.XSHE,沪电股份,7608389710.16,76.08,7608389710.16,76.08,22169247045.58,221.69,36709032263.49,367.09,72210340789.29,722.1,173586926848.63,1735.87,20
2026-05-11,688820.XSHG,盛合晶微,7440702698.52,74.41,7440702698.52,74.41,20640036561.09,206.4,37519310777.14,375.19,77709622469.93,777.1,140018514831.29,1400.19,20
2026-05-12,600276.XSHG,恒瑞医药,13832346444.02,138.32,13832346444.02,138.32,26344296481.94,263.44,34659581197.5,346.6,55223134589.18,552.23,86305028438.53,863.05,20
2026-05-12,600601.XSHG,方正科技,10404976731.23,104.05,10404976731.23,104.05,21922213956.46,219.22,27909127509.94,279.09,43702392656.64,437.02,71916897715.8,719.17,20
2026-05-12,300395.XSHE,菲利华,10366522377.42,103.67,10366522377.42,103.67,26574533097.27,265.75,37947580113.23,379.48,67271737731.44,672.72,108216542478.55,1082.17,20
2026-05-12,600089.XSHG,特变电工,10129489141.58,101.29,10129489141.58,101.29,27821540355.15,278.22,36595789682.87,365.96,53110175263.49,531.1,77742173281.82,777.42,20
2026-05-12,601179.XSHG,中国西电,8519594689.08,85.2,8519594689.08,85.2,23768273524.64,237.68,30251922306.31,302.52,44397973809.76,443.98,60987723277.86,609.88,20
2026-05-12,600330.XSHG,天通股份,7891805541.21,78.92,7891805541.21,78.92,21836240700.44,218.36,32309406360.74,323.09,52961306910.94,529.61,96775942446.4,967.76,20
2026-05-12,603993.XSHG,洛阳钼业,7567303672.28,75.67,7567303672.28,75.67,19331307498.27,193.31,30303587789.28,303.04,50390223024.92,503.9,86757533960.69,867.58,20
2026-05-12,603083.XSHG,剑桥科技,7476154876.43,74.76,7476154876.43,74.76,18756233986.45,187.56,28925740384.75,289.26,58858535237.42,588.59,109514498624.96,1095.14,20
2026-05-12,002222.XSHE,福晶科技,7468053365.35,74.68,7468053365.35,74.68,18348757731.12,183.49,27184998769.66,271.85,50576234723.88,505.76,79476916421.17,794.77,20
2026-05-12,300442.XSHE,润泽科技,7457351289.85,74.57,7457351289.85,74.57,27103384515.37,271.03,49192687825.51,491.93,77606644795.13,776.07,104942643113.02,1049.43,20
2026-05-12,603259.XSHG,药明康德,7187971641.98,71.88,7187971641.98,71.88,17391821229.98,173.92,24303404887.16,243.03,43352466952.43,433.52,72932004238.66,729.32,20
2026-05-13,300604.XSHE,长川科技,8787811300.91,87.88,8787811300.91,87.88,26054462989.0,260.54,40538278517.73,405.38,84884611484.56,848.85,121965271065.4,1219.65,20
2026-05-13,300017.XSHE,网宿科技,8723020147.59,87.23,8723020147.59,87.23,20602701424.71,206.03,30482786103.6,304.83,47417038956.01,474.17,60650188173.41,606.5,20
2026-05-13,603019.XSHG,中科曙光,8048023790.41,80.48,8048023790.41,80.48,25662328159.06,256.62,41079185724.63,410.79,72648175157.93,726.48,98033938205.43,980.34,20
2026-05-13,002371.XSHE,北方华创,7878763219.16,78.79,7878763219.16,78.79,27616285744.48,276.16,47039593345.36,470.4,110255823371.16,1102.56,161919737333.6,1619.2,20
2026-05-13,002463.XSHE,沪电股份,7823612297.51,78.24,7823612297.51,78.24,22363397515.42,223.63,33419415818.92,334.19,85139680773.23,851.4,159241292100.56,1592.41,20
2026-05-13,600519.XSHG,贵州茅台,7653257144.39,76.53,7653257144.39,76.53,22831216543.87,228.31,35145370602.5,351.45,64748330014.36,647.48,108522067200.77,1085.22,20
2026-05-13,000938.XSHE,紫光股份,7568339934.67,75.68,7568339934.67,75.68,24145996468.53,241.46,35721203410.03,357.21,64152494336.86,641.52,96264722735.21,962.65,20
2026-05-13,000977.XSHE,浪潮信息,7563430957.17,75.63,7563430957.17,75.63,23701992092.85,237.02,33859615051.24,338.6,56597384165.47,565.97,91139117337.48,911.39,20
2026-05-13,002491.XSHE,通鼎互联,7519035646.0,75.19,7519035646.0,75.19,17791937954.93,177.92,25632018074.48,256.32,42464840570.75,424.65,71913437202.65,719.13,20
2026-05-13,002050.XSHE,三花智控,7277939385.26,72.78,7277939385.26,72.78,29956297110.9,299.56,49261782785.44,492.62,110733204027.78,1107.33,157447973040.87,1574.48,20
2026-05-14,601991.XSHG,大唐发电,14517109894.16,145.17,14517109894.16,145.17,34946692835.99,349.47,49959527537.43,499.6,81908903676.0,819.09,127088352887.66,1270.88,20
2026-05-14,600105.XSHG,永鼎股份,10439004655.97,104.39,10439004655.97,104.39,24462619104.29,244.63,35350685675.5,353.51,69266328246.3,692.66,112337826521.98,1123.38,20
2026-05-14,002600.XSHE,领益智造,9805026390.71,98.05,9805026390.71,98.05,26589841110.55,265.9,37648568149.66,376.49,59740989932.13,597.41,78857440208.42,788.57,20
2026-05-14,002008.XSHE,大族激光,9242500393.98,92.43,9242500393.98,92.43,25212492600.27,252.12,40047098547.94,400.47,80977959494.95,809.78,109528665168.25,1095.29,20
2026-05-14,600183.XSHG,生益科技,8976456936.61,89.76,8976456936.61,89.76,21649220214.05,216.49,34814263701.19,348.14,82887016466.57,828.87,156831417846.16,1568.31,20
2026-05-14,300782.XSHE,卓胜微,8694200437.81,86.94,8694200437.81,86.94,19377893345.96,193.78,26749166230.79,267.49,45345946668.32,453.46,59888851707.16,598.89,20
2026-05-14,002015.XSHE,协鑫能科,8399925332.69,84.0,8399925332.69,84.0,17248597165.57,172.49,24424467320.36,244.24,39901649586.43,399.02,60643927200.68,606.44,20
2026-05-14,600118.XSHG,中国卫星,8356545190.98,83.57,8356545190.98,83.57,19868377822.81,198.68,31728450724.21,317.28,51380563812.1,513.81,67869791417.17,678.7,20
2026-05-15,688012.XSHG,中微公司,16018523192.16,160.19,16018523192.16,160.19,42338824349.44,423.39,74751954060.73,747.52,137164908344.34,1371.65,172289002341.8,1722.89,20
2026-05-15,002371.XSHE,北方华创,13839689388.25,138.4,13839689388.25,138.4,33262996989.13,332.63,59773403542.59,597.73,113200092533.37,1132.0,148143140977.37,1481.43,20
2026-05-15,688820.XSHG,盛合晶微,9497922017.46,94.98,9497922017.46,94.98,25150731533.19,251.51,42424038780.2,424.24,85614107000.14,856.14,111997126071.61,1119.97,20
2026-05-15,300433.XSHE,蓝思科技,8942871966.91,89.43,8942871966.91,89.43,30140545292.65,301.41,45851808036.16,458.52,85078610648.56,850.79,121756375164.45,1217.56,20
2026-05-15,002709.XSHE,天赐材料,7783295339.65,77.83,7783295339.65,77.83,18580989735.66,185.81,35575168261.96,355.75,66219441646.78,662.19,82970815967.68,829.71,20
2026-05-15,600703.XSHG,三安光电,7725014597.55,77.25,7725014597.55,77.25,17507912445.98,175.08,27160008067.17,271.6,49327171332.43,493.27,66595393903.22,665.95,20
2026-05-15,688498.XSHG,源杰科技,7598911282.46,75.99,7598911282.46,75.99,18459537297.05,184.6,29891746010.05,298.92,61944261456.93,619.44,94192623874.1,941.93,20
2026-05-18,002407.XSHE,多氟多,11022307279.63,110.22,11022307279.63,110.22,25530989014.47,255.31,47791613824.37,477.92,78440404648.68,784.4,88982322864.67,889.82,20
2026-05-18,600183.XSHG,生益科技,7271190188.38,72.71,7271190188.38,72.71,20436233675.52,204.36,34986658464.43,349.87,96221510807.0,962.22,142453387820.49,1424.53,20
2026-05-18,002149.XSHE,西部材料,7227988533.98,72.28,7227988533.98,72.28,17572772042.87,175.73,27704911608.12,277.05,49547991036.02,495.48,58692512402.91,586.93,20
2026-05-18,601869.XSHG,长飞光纤,6488808574.95,64.89,6488808574.95,64.89,16461980145.07,164.62,25657447085.02,256.57,53618502795.78,536.19,77826231539.35,778.26,20
2026-05-18,600150.XSHG,中国船舶,6023217516.34,60.23,6023217516.34,60.23,13614158497.33,136.14,22202582847.87,222.03,40118920149.89,401.19,47907374577.41,479.07,20
2026-05-18,603667.XSHG,五洲新春,5673094216.72,56.73,5673094216.72,56.73,12200064816.66,122.0,22482746812.28,224.83,39296212291.22,392.96,45583081933.77,455.83,20
2026-05-19,688521.XSHG,芯原股份,11310275406.88,113.1,11310275406.88,113.1,24894746463.66,248.95,36895176276.12,368.95,67359011251.68,673.59,79651936712.78,796.52,20
2026-05-19,000021.XSHE,深科技,11224393446.44,112.24,11224393446.44,112.24,32362914203.78,323.63,48872271134.48,488.72,99488165081.37,994.88,112522880350.29,1125.23,20
2026-05-19,002131.XSHE,利欧股份,8282332753.44,82.82,8282332753.44,82.82,17818893906.82,178.19,22880189650.34,228.8,32994004006.17,329.94,36805399380.12,368.05,20
2026-05-19,688126.XSHG,沪硅产业,7017204611.4,70.17,7017204611.4,70.17,21540718289.87,215.41,33576224386.81,335.76,61644038547.01,616.44,69308872109.73,693.09,20
2026-05-19,600118.XSHG,中国卫星,6824090418.41,68.24,6824090418.41,68.24,16543975297.72,165.44,24308833520.68,243.09,40416128533.84,404.16,48001413594.36,480.01,20
2026-05-19,300302.XSHE,同有科技,6668860894.9,66.69,6668860894.9,66.69,13489781611.55,134.9,18776398866.83,187.76,29533851973.63,295.34,36438546904.46,364.39,20
2026-05-19,603083.XSHG,剑桥科技,6644057028.86,66.44,6644057028.86,66.44,18748882042.79,187.49,29932794852.67,299.33,65017090559.61,650.17,80588758240.21,805.89,20
2026-05-19,000938.XSHE,紫光股份,6381164900.63,63.81,6381164900.63,63.81,18690115020.79,186.9,28729508834.91,287.3,56425313663.29,564.25,66924684225.81,669.25,20
2026-05-19,688808.XSHG,联讯仪器,6088124887.34,60.88,6088124887.34,60.88,16593035295.85,165.93,25796913284.73,257.97,42307577960.81,423.08,50176696263.18,501.77,20
2026-05-20,300657.XSHE,弘信电子,10606208724.24,106.06,10606208724.24,106.06,23289128473.7,232.89,33527188564.96,335.27,47106365844.71,471.06,50125321767.49,501.25,20
2026-05-20,601899.XSHG,紫金矿业,9501730628.4,95.02,9501730628.4,95.02,26793430360.55,267.93,50059172884.49,500.59,91605334280.0,916.05,99559478243.7,995.59,20
2026-05-20,688347.XSHG,华虹公司,9023039898.16,90.23,9023039898.16,90.23,23559802253.09,235.6,44936845598.63,449.37,89969077687.18,899.69,97307559263.49,973.08,20
2026-05-20,002185.XSHE,华天科技,7931346589.48,79.31,7931346589.48,79.31,20383426044.42,203.83,36461595880.71,364.62,119557059607.55,1195.57,132585779694.14,1325.86,20
2026-05-20,002709.XSHE,天赐材料,7828138714.97,78.28,7828138714.97,78.28,23404334599.4,234.04,37238967568.12,372.39,60898539458.11,608.99,64389826232.02,643.9,20
2026-05-20,600111.XSHG,北方稀土,7475752010.14,74.76,7475752010.14,74.76,18592939452.13,185.93,28530907307.64,285.31,53411037490.45,534.11,59471841232.23,594.72,20
2026-05-20,002837.XSHE,英维克,7473100966.19,74.73,7473100966.19,74.73,18720645347.78,187.21,30924454609.57,309.24,53167204545.2,531.67,57662158001.4,576.62,20
2026-05-20,688072.XSHG,拓荆科技,7357057498.7,73.57,7357057498.7,73.57,24423177894.5,244.23,43144156668.79,431.44,79574567171.0,795.75,86920684307.81,869.21,20
2026-05-20,300390.XSHE,天华新能,7350234386.51,73.5,7350234386.51,73.5,16845450443.05,168.45,25720126967.04,257.2,51138106281.32,511.38,53939312965.83,539.39,20
2026-05-20,600498.XSHG,烽火通信,7104596557.37,71.05,7104596557.37,71.05,16868481665.37,168.68,24921069575.43,249.21,44386731445.76,443.87,50415915007.33,504.16,20
2026-05-20,600519.XSHG,贵州茅台,6271273747.82,62.71,6271273747.82,62.71,17756403620.41,177.56,29602959411.86,296.03,66633493916.95,666.33,73376696598.27,733.77,20
2026-05-21,300059.XSHE,东方财富,14843028813.27,148.43,14843028813.27,148.43,29900512772.51,299.01,44795089944.59,447.95,73817192912.63,738.17,73817192912.63,738.17,20
2026-05-21,000100.XSHE,TCL科技,10868581971.42,108.69,10868581971.42,108.69,24667022126.06,246.67,39801140181.83,398.01,68594292608.1,685.94,68594292608.1,685.94,20
2026-05-21,300033.XSHE,同花顺,9928762956.16,99.29,9928762956.16,99.29,19967070104.78,199.67,30466846812.65,304.67,52904289404.83,529.04,52904289404.83,529.04,20
2026-05-21,002463.XSHE,沪电股份,8261454032.16,82.61,8261454032.16,82.61,31778450351.49,317.78,60113800222.3,601.14,121038085697.88,1210.38,121038085697.88,1210.38,20
2026-05-21,300475.XSHE,香农芯创,8113828937.0,81.14,8113828937.0,81.14,24668818526.56,246.69,41306394896.58,413.06,71525710389.88,715.26,71525710389.88,715.26,20
2026-05-21,603019.XSHG,中科曙光,8100542460.93,81.01,8100542460.93,81.01,19693657982.52,196.94,31601705487.19,316.02,51493394503.53,514.93,51493394503.53,514.93,20
2026-05-21,002436.XSHE,兴森科技,7931707713.91,79.32,7931707713.91,79.32,22009715199.08,220.1,35789502431.5,357.9,79117258673.22,791.17,79117258673.22,791.17,20
2026-05-21,000938.XSHE,紫光股份,7894693974.76,78.95,7894693974.76,78.95,17934087788.88,179.34,28364277620.16,283.64,56129263179.78,561.29,56129263179.78,561.29,20
2026-05-21,600183.XSHG,生益科技,7444835944.17,74.45,7444835944.17,74.45,23652795128.64,236.53,48072752765.38,480.73,122017154144.97,1220.17,122017154144.97,1220.17,20
2026-05-22,000725.XSHE,京东方A,29162865531.99,291.63,29162865531.99,291.63,80307473466.47,803.07,127849216936.24,1278.49,202414350760.16,2024.14,202414350760.16,2024.14,20
2026-05-22,300408.XSHE,三环集团,9261375803.51,92.61,9261375803.51,92.61,28663653161.29,286.64,51268815505.77,512.69,90981024571.19,909.81,90981024571.19,909.81,20
2026-05-22,300395.XSHE,菲利华,7138686257.38,71.39,7138686257.38,71.39,21344651985.07,213.45,32997243788.5,329.97,55819406499.38,558.19,55819406499.38,558.19,20
2026-05-22,301666.XSHE,大普微,6766402141.8,67.66,6766402141.8,67.66,18256272249.16,182.56,26816535330.86,268.17,44875594679.15,448.76,44875594679.15,448.76,20
2026-05-22,688313.XSHG,仕佳光子,6703621318.38,67.04,6703621318.38,67.04,17912554302.21,179.13,31236622129.78,312.37,51989532935.37,519.9,51989532935.37,519.9,20
2026-05-22,600176.XSHG,中国巨石,6445085254.46,64.45,6445085254.46,64.45,20567293829.31,205.67,32910992787.87,329.11,62549767113.75,625.5,62549767113.75,625.5,20
2026-05-25,000657.XSHE,中钨高新,7320851993.85,73.21,7320851993.85,73.21,22747400060.64,227.47,36959186561.76,369.59,57167919334.8,571.68,57167919334.8,571.68,20
2026-05-25,603629.XSHG,利通电子,7063167913.03,70.63,7063167913.03,70.63,18621804867.03,186.22,31554358205.01,315.54,47812886467.43,478.13,47812886467.43,478.13,20
2026-05-25,688521.XSHG,芯原股份,6986326205.54,69.86,6986326205.54,69.86,20778146941.57,207.78,32730223228.2,327.3,49743086642.2,497.43,49743086642.2,497.43,20
2026-05-25,300857.XSHE,协创数据,6827354509.51,68.27,6827354509.51,68.27,18915728920.03,189.16,28089715897.39,280.9,42925076726.37,429.25,42925076726.37,429.25,20
2026-05-25,603083.XSHG,剑桥科技,6653010991.4,66.53,6653010991.4,66.53,20130919548.81,201.31,34503570987.3,345.04,57308974378.94,573.09,57308974378.94,573.09,20
2026-05-26,002938.XSHE,鹏鼎控股,11674328495.41,116.74,11674328495.41,116.74,25860007978.82,258.6,38762975354.92,387.63,53335078596.71,533.35,53335078596.71,533.35,20
2026-05-26,002185.XSHE,华天科技,11243290577.22,112.43,11243290577.22,112.43,55065914928.62,550.66,84242927825.99,842.43,107367474390.65,1073.67,107367474390.65,1073.67,20
2026-05-26,000636.XSHE,风华高科,11065089215.09,110.65,11065089215.09,110.65,27511673988.44,275.12,53506079732.75,535.06,76722030117.62,767.22,76722030117.62,767.22,20
2026-05-26,002008.XSHE,大族激光,9890017834.36,98.9,9890017834.36,98.9,22541691553.4,225.42,32849614753.48,328.5,44885211726.57,448.85,44885211726.57,448.85,20
2026-05-26,688183.XSHG,生益电子,9708664982.93,97.09,9708664982.93,97.09,25508764890.2,255.09,37039411480.94,370.39,46835543661.18,468.36,46835543661.18,468.36,20
2026-05-26,002916.XSHE,深南电路,9069491099.7,90.69,9069491099.7,90.69,22447250002.92,224.47,35217514963.21,352.18,49102802602.83,491.03,49102802602.83,491.03,20
2026-05-26,603005.XSHG,晶方科技,8972369923.75,89.72,8972369923.75,89.72,22359622536.87,223.6,31523707429.0,315.24,38130182545.03,381.3,38130182545.03,381.3,20
2026-05-26,301269.XSHE,华大九天,8677659667.88,86.78,8677659667.88,86.78,17874719889.65,178.75,24114005518.68,241.14,28585133228.33,285.85,28585133228.33,285.85,20
2026-05-26,300223.XSHE,北京君正,8527105494.11,85.27,8527105494.11,85.27,31199450235.48,311.99,46630980239.91,466.31,57610088601.07,576.1,57610088601.07,576.1,20
2026-05-26,600105.XSHG,永鼎股份,8369898476.58,83.7,8369898476.58,83.7,24738399274.34,247.38,39694888183.44,396.95,60934622919.85,609.35,60934622919.85,609.35,20
2026-05-26,600176.XSHG,中国巨石,8007205231.43,80.07,8007205231.43,80.07,20350904189.99,203.51,35910648296.83,359.11,49989678515.87,499.9,49989678515.87,499.9,20
2026-05-27,002241.XSHE,歌尔股份,11191682664.54,111.92,11191682664.54,111.92,25625004606.51,256.25,34305894225.52,343.06,39334928614.25,393.35,39334928614.25,393.35,20
2026-05-27,600519.XSHG,贵州茅台,10586574902.2,105.87,10586574902.2,105.87,26519438132.83,265.19,37030534505.09,370.31,43773737186.41,437.74,43773737186.41,437.74,20
2026-05-27,300475.XSHE,香农芯创,9006945912.38,90.07,9006945912.38,90.07,22027969147.3,220.28,33281602070.09,332.82,39226261405.68,392.26,39226261405.68,392.26,20
2026-05-27,688498.XSHG,源杰科技,8477486724.97,84.77,8477486724.97,84.77,21982292678.63,219.82,37487307796.92,374.87,48038847765.68,480.39,48038847765.68,480.39,20
2026-05-27,300433.XSHE,蓝思科技,8463095932.52,84.63,8463095932.52,84.63,24149862347.73,241.5,40390135248.48,403.9,52949996486.29,529.5,52949996486.29,529.5,20
2026-05-27,688313.XSHG,仕佳光子,7973951553.5,79.74,7973951553.5,79.74,17556831325.35,175.57,26265097381.06,262.65,34076978633.16,340.77,34076978633.16,340.77,20
2026-05-27,688635.XSHG,长进光子,7897987148.77,78.98,7897987148.77,78.98,17454925328.25,174.55,25170128257.76,251.7,29979109473.72,299.79,29979109473.72,299.79,20
2026-05-27,600330.XSHG,天通股份,7807108031.86,78.07,7807108031.86,78.07,21989802102.64,219.9,32851576847.7,328.52,39098641477.76,390.99,39098641477.76,390.99,20
2026-05-28,601991.XSHG,大唐发电,8502043938.44,85.02,8502043938.44,85.02,25650944269.07,256.51,45179449211.66,451.79,45179449211.66,451.79,45179449211.66,451.79,20
2026-05-28,000063.XSHE,中兴通讯,8163250331.56,81.63,8163250331.56,81.63,24081497437.69,240.81,39505713288.45,395.06,39505713288.45,395.06,39505713288.45,395.06,20
2026-05-28,300620.XSHE,光库科技,7871348510.53,78.71,7871348510.53,78.71,19848240977.14,198.48,37821563717.71,378.22,37821563717.71,378.22,37821563717.71,378.22,20
2026-05-28,002428.XSHE,云南锗业,7780544035.51,77.81,7780544035.51,77.81,27570790505.03,275.71,46218250557.16,462.18,46218250557.16,462.18,46218250557.16,462.18,20
2026-05-28,688126.XSHG,沪硅产业,7588390991.03,75.88,7588390991.03,75.88,17838936173.1,178.39,25503769735.82,255.04,25503769735.82,255.04,25503769735.82,255.04,20
2026-05-28,600460.XSHG,士兰微,7490590583.42,74.91,7490590583.42,74.91,18107850842.49,181.08,25252603169.33,252.53,25252603169.33,252.53,25252603169.33,252.53,20
2026-05-28,000657.XSHE,中钨高新,7407010187.35,74.07,7407010187.35,74.07,20315634368.64,203.16,34420519274.16,344.21,34420519274.16,344.21,34420519274.16,344.21,20
2026-05-28,600176.XSHG,中国巨石,7290062389.73,72.9,7290062389.73,72.9,22849806496.57,228.5,36928836715.61,369.29,36928836715.61,369.29,36928836715.61,369.29,20
2026-05-28,688048.XSHG,长光华芯,7184907688.47,71.85,7184907688.47,71.85,20581940922.85,205.82,32805834625.08,328.06,32805834625.08,328.06,32805834625.08,328.06,20
2026-05-29,002436.XSHE,兴森科技,10720578117.38,107.21,10720578117.38,107.21,29460646359.31,294.61,38713927940.67,387.14,38713927940.67,387.14,38713927940.67,387.14,20
2026-05-29,600519.XSHG,贵州茅台,10037388211.15,100.37,10037388211.15,100.37,20548484583.41,205.48,27291687264.73,272.92,27291687264.73,272.92,27291687264.73,272.92,20
2026-05-29,601869.XSHG,长飞光纤,9891327972.03,98.91,9891327972.03,98.91,24715264847.14,247.15,34099056715.6,340.99,34099056715.6,340.99,34099056715.6,340.99,20
2026-05-29,600105.XSHG,永鼎股份,9104762660.41,91.05,9104762660.41,91.05,24074458321.43,240.74,36196223645.51,361.96,36196223645.51,361.96,36196223645.51,361.96,20
2026-05-29,600030.XSHG,中信证券,8616487026.12,86.16,8616487026.12,86.16,18864734116.0,188.65,23560171355.49,235.6,23560171355.49,235.6,23560171355.49,235.6,20
2026-05-29,002484.XSHE,江海股份,8469622896.77,84.7,8469622896.77,84.7,20752839079.79,207.53,26062246136.58,260.62,26062246136.58,260.62,26062246136.58,260.62,20
2026-05-29,000977.XSHE,浪潮信息,8095973700.53,80.96,8095973700.53,80.96,19766951187.47,197.67,25830556215.19,258.31,25830556215.19,258.31,25830556215.19,258.31,20
2026-05-29,300058.XSHE,蓝色光标,8079931581.82,80.8,8079931581.82,80.8,26316244294.28,263.16,32117107536.18,321.17,32117107536.18,321.17,32117107536.18,321.17,20
2026-05-29,603083.XSHG,剑桥科技,8029047107.99,80.29,8029047107.99,80.29,21378807675.18,213.79,30834450499.63,308.34,30834450499.63,308.34,30834450499.63,308.34,20
2026-06-01,600176.XSHG,中国巨石,8382675211.43,83.83,8382675211.43,83.83,22461705430.47,224.62,22461705430.47,224.62,22461705430.47,224.62,22461705430.47,224.62,20
2026-06-01,300395.XSHE,菲利华,6771781732.3,67.72,6771781732.3,67.72,16298065230.81,162.98,16298065230.81,162.98,16298065230.81,162.98,16298065230.81,162.98,20
2026-06-01,600011.XSHG,华能国际,6614876203.63,66.15,6614876203.63,66.15,16495416122.1,164.95,16495416122.1,164.95,16495416122.1,164.95,16495416122.1,164.95,20
2026-06-01,002916.XSHE,深南电路,6423194047.04,64.23,6423194047.04,64.23,20308481686.66,203.08,20308481686.66,203.08,20308481686.66,203.08,20308481686.66,203.08,20
2026-06-01,688820.XSHG,盛合晶微,6366553003.84,63.67,6366553003.84,63.67,19028432491.48,190.28,19028432491.48,190.28,19028432491.48,190.28,19028432491.48,190.28,20
2026-06-02,601899.XSHG,紫金矿业,10347790078.09,103.48,10347790078.09,103.48,18301934041.79,183.02,18301934041.79,183.02,18301934041.79,183.02,18301934041.79,183.02,20
2026-06-02,688498.XSHG,源杰科技,9300037837.69,93.0,9300037837.69,93.0,19851577806.45,198.52,19851577806.45,198.52,19851577806.45,198.52,19851577806.45,198.52,20
2026-06-02,600105.XSHG,永鼎股份,9117969412.33,91.18,9117969412.33,91.18,21239734736.41,212.4,21239734736.41,212.4,21239734736.41,212.4,21239734736.41,212.4,20
